,YYYY,MM,DD,TMAX,TMIN,TAVG,TDTR,PRCP
203,1956,7,22,30.6,22.2,26.4,8.4,1.3
204,1956,7,23,30.0,22.2,26.1,7.8,5.8
205,1956,7,24,31.1,22.2,26.7,8.9,0.8
206,1956,7,25,30.0,22.2,26.1,7.8,0.0
207,1956,7,26,30.6,22.8,26.7,7.8,0.5
208,1956,7,27,30.6,22.8,26.7,7.8,6.1
209,1956,7,28,30.0,22.8,26.4,7.2,5.3
210,1956,7,29,31.1,22.8,27.0,8.3,0.3
211,1956,7,30,30.6,24.4,27.5,6.2,0.0
212,1956,7,31,30.6,25.6,28.1,5.0,0.0
213,1956,8,1,30.6,23.3,27.0,7.3,9.7
214,1956,8,2,31.1,22.2,26.7,8.9,2.8
215,1956,8,3,29.4,22.8,26.1,6.6,15.5
216,1956,8,4,32.8,23.9,28.3,8.9,0.8
217,1956,8,5,31.7,23.9,27.8,7.8,0.5
218,1956,8,6,31.7,22.8,27.2,8.9,0.0
219,1956,8,7,31.1,22.2,26.7,8.9,0.0
220,1956,8,8,30.6,23.3,27.0,7.3,0.0
221,1956,8,9,31.7,22.8,27.2,8.9,23.1
222,1956,8,10,31.1,23.9,27.5,7.2,0.0
223,1956,8,11,30.6,23.3,27.0,7.3,3.6
224,1956,8,12,30.0,22.2,26.1,7.8,81.0
225,1956,8,13,31.7,23.3,27.5,8.4,0.0
226,1956,8,14,30.6,22.8,26.7,7.8,0.0
227,1956,8,15,30.6,25.0,27.8,5.6,0.0
228,1956,8,16,28.9,24.4,26.6,4.5,18.0
229,1956,8,17,32.2,23.3,27.8,8.9,0.0
230,1956,8,18,31.1,22.2,26.7,8.9,0.0
231,1956,8,19,30.6,22.8,26.7,7.8,1.3
232,1956,8,20,30.6,22.2,26.4,8.4,0.5
233,1956,8,21,31.1,22.2,26.7,8.9,0.3
234,1956,8,22,31.1,23.9,27.5,7.2,3.8
235,1956,8,23,32.2,25.0,28.6,7.2,0.0
236,1956,8,24,30.6,21.1,25.9,9.5,0.0
237,1956,8,25,30.6,23.3,27.0,7.3,3.3
238,1956,8,26,31.1,21.1,26.1,10.0,0.3
239,1956,8,27,33.3,23.9,28.6,9.4,0.0
240,1956,8,28,32.2,21.7,27.0,10.5,0.0
241,1956,8,29,30.6,21.7,26.2,8.9,2.5
242,1956,8,30,30.6,22.8,26.7,7.8,5.3
243,1956,8,31,30.6,22.2,26.4,8.4,0.0
244,1956,9,1,31.1,21.7,26.4,9.4,2.3
245,1956,9,2,30.6,22.2,26.4,8.4,1.5
246,1956,9,3,30.6,22.2,26.4,8.4,3.0
247,1956,9,4,30.6,21.1,25.9,9.5,4.1
248,1956,9,5,31.1,21.7,26.4,9.4,30.0
249,1956,9,6,31.7,21.7,26.7,10.0,0.3
250,1956,9,7,32.2,22.2,27.2,10.0,0.0
251,1956,9,8,32.2,21.7,27.0,10.5,0.0
252,1956,9,9,31.1,21.7,26.4,9.4,0.0
253,1956,9,10,31.1,22.8,27.0,8.3,2.3
254,1956,9,11,31.7,22.2,27.0,9.5,0.0
255,1956,9,12,31.7,23.9,27.8,7.8,2.5
256,1956,9,13,30.0,23.3,26.6,6.7,10.4
257,1956,9,14,31.7,22.8,27.2,8.9,7.6
258,1956,9,15,30.0,23.9,27.0,6.1,1.5
259,1956,9,16,30.0,22.8,26.4,7.2,14.5
260,1956,9,17,30.6,22.8,26.7,7.8,0.3
261,1956,9,18,31.1,23.3,27.2,7.8,0.8
262,1956,9,19,30.6,22.8,26.7,7.8,10.7
263,1956,9,20,32.2,23.3,27.8,8.9,0.0
264,1956,9,21,31.1,23.3,27.2,7.8,0.0
265,1956,9,22,30.6,23.3,27.0,7.3,11.9
266,1956,9,23,30.6,21.7,26.2,8.9,0.0
267,1956,9,24,30.6,21.1,25.9,9.5,0.0
268,1956,9,25,30.6,22.2,26.4,8.4,9.7
269,1956,9,26,31.1,23.3,27.2,7.8,1.3
270,1956,9,27,31.1,22.8,27.0,8.3,0.0
271,1956,9,28,30.6,25.0,27.8,5.6,0.0
272,1956,9,29,31.7,22.8,27.2,8.9,2.8
273,1956,9,30,31.1,23.3,27.2,7.8,28.4
274,1956,10,1,30.0,21.7,25.9,8.3,0.0
275,1956,10,2,30.0,22.8,26.4,7.2,0.0
276,1956,10,3,31.1,22.8,27.0,8.3,0.0
277,1956,10,4,30.6,22.2,26.4,8.4,0.0
278,1956,10,5,30.6,21.7,26.2,8.9,4.1
279,1956,10,6,26.7,22.2,24.5,4.5,8.1
280,1956,10,7,30.0,23.3,26.6,6.7,0.3
281,1956,10,8,30.0,22.8,26.4,7.2,5.1
282,1956,10,9,28.3,22.8,25.5,5.5,4.3
283,1956,10,10,28.9,21.7,25.3,7.2,3.8
284,1956,10,11,30.6,21.1,25.9,9.5,0.0
285,1956,10,12,30.6,22.8,26.7,7.8,15.7
286,1956,10,13,31.7,22.8,27.2,8.9,0.0
287,1956,10,14,32.2,22.8,27.5,9.4,0.0
288,1956,10,15,31.1,22.8,27.0,8.3,0.5
289,1956,10,16,31.1,22.8,27.0,8.3,0.0
290,1956,10,17,30.0,22.8,26.4,7.2,3.6
291,1956,10,18,29.4,22.8,26.1,6.6,78.0
292,1956,10,19,29.4,23.3,26.3,6.1,19.6
293,1956,10,20,31.1,23.3,27.2,7.8,1.3
294,1956,10,21,30.6,22.8,26.7,7.8,0.0
295,1956,10,22,30.6,22.8,26.7,7.8,11.7
296,1956,10,23,31.1,22.8,27.0,8.3,0.0
297,1956,10,24,30.0,21.7,25.9,8.3,6.4
298,1956,10,25,30.0,22.2,26.1,7.8,0.3
299,1956,10,26,30.0,22.2,26.1,7.8,0.3
300,1956,10,27,30.0,22.2,26.1,7.8,12.2
301,1956,10,28,31.1,22.2,26.7,8.9,14.2
302,1956,10,29,27.8,21.7,24.8,6.1,10.4
303,1956,10,30,30.6,22.8,26.7,7.8,1.0
304,1956,10,31,29.4,22.8,26.1,6.6,1.8
305,1956,11,1,31.7,23.9,27.8,7.8,0.0
306,1956,11,2,31.7,22.8,27.2,8.9,2.0
307,1956,11,3,32.2,22.8,27.5,9.4,0.0
308,1956,11,4,31.1,21.1,26.1,10.0,23.4
309,1956,11,5,28.9,22.2,25.5,6.7,0.8
310,1956,11,6,28.3,20.6,24.5,7.7,0.0
311,1956,11,7,28.3,20.0,24.1,8.3,0.0
312,1956,11,8,29.4,20.0,24.7,9.4,0.3
313,1956,11,9,29.4,22.8,26.1,6.6,8.9
314,1956,11,10,29.4,20.6,25.0,8.8,0.0
315,1956,11,11,30.0,21.7,25.9,8.3,0.5
316,1956,11,12,29.4,22.2,25.8,7.2,5.3
317,1956,11,13,29.4,22.2,25.8,7.2,2.8
318,1956,11,14,29.4,21.1,25.2,8.3,3.6
319,1956,11,15,30.6,22.2,26.4,8.4,0.0
320,1956,11,16,30.0,22.8,26.4,7.2,0.5
321,1956,11,17,29.4,22.8,26.1,6.6,7.4
322,1956,11,18,28.9,22.8,25.8,6.1,1.5
323,1956,11,19,29.4,20.0,24.7,9.4,0.0
324,1956,11,20,29.4,21.7,25.5,7.7,0.3
325,1956,11,21,28.9,20.6,24.8,8.3,4.6
326,1956,11,22,28.3,20.0,24.1,8.3,0.0
327,1956,11,23,30.0,20.0,25.0,10.0,0.3
328,1956,11,24,28.3,18.9,23.6,9.4,1.8
329,1956,11,25,28.3,21.1,24.7,7.2,3.6
330,1956,11,26,28.9,20.6,24.8,8.3,1.3
331,1956,11,27,28.9,20.0,24.5,8.9,0.0
332,1956,11,28,28.3,21.1,24.7,7.2,5.6
333,1956,11,29,28.9,19.4,24.1,9.5,0.0
334,1956,11,30,29.4,22.2,25.8,7.2,6.6
335,1956,12,1,29.4,21.7,25.5,7.7,1.3
336,1956,12,2,28.9,18.9,23.9,10.0,0.0
337,1956,12,3,28.9,21.7,25.3,7.2,1.3
338,1956,12,4,27.8,21.7,24.8,6.1,12.4
339,1956,12,5,28.3,22.8,25.5,5.5,3.0
340,1956,12,6,28.9,22.2,25.5,6.7,6.9
341,1956,12,7,27.8,21.7,24.8,6.1,1.8
342,1956,12,8,27.2,21.7,24.5,5.5,5.3
343,1956,12,9,27.8,20.6,24.2,7.2,0.5
344,1956,12,10,26.1,20.6,23.4,5.5,6.1
345,1956,12,11,28.3,18.3,23.3,10.0,0.0
346,1956,12,12,28.3,19.4,23.8,8.9,1.0
347,1956,12,13,27.8,20.6,24.2,7.2,2.3
348,1956,12,14,28.3,18.9,23.6,9.4,5.1
349,1956,12,15,27.8,21.7,24.8,6.1,12.2
350,1956,12,16,27.8,21.1,24.5,6.7,1.0
351,1956,12,17,26.7,20.6,23.7,6.1,4.6
352,1956,12,18,26.7,21.1,23.9,5.6,6.4
353,1956,12,19,27.2,20.0,23.6,7.2,1.3
354,1956,12,20,26.7,21.7,24.2,5.0,0.5
355,1956,12,21,27.8,21.1,24.5,6.7,5.8
356,1956,12,22,27.2,21.1,24.2,6.1,0.8
357,1956,12,23,27.8,20.0,23.9,7.8,4.3
358,1956,12,24,27.8,21.7,24.8,6.1,1.5
359,1956,12,25,28.3,20.0,24.1,8.3,0.0
360,1956,12,26,27.2,18.9,23.0,8.3,0.3
361,1956,12,27,27.8,19.4,23.6,8.4,6.1
362,1956,12,28,28.3,20.0,24.1,8.3,4.3
363,1956,12,29,26.1,20.0,23.0,6.1,7.6
364,1956,12,30,28.9,20.0,24.5,8.9,2.3
365,1956,12,31,28.3,20.6,24.5,7.7,0.3
366,1957,1,1,26.7,18.9,22.8,7.8,5.6
367,1957,1,2,27.8,18.9,23.3,8.9,0.0
368,1957,1,3,27.8,19.4,23.6,8.4,0.0
369,1957,1,4,27.2,21.1,24.2,6.1,0.3
370,1957,1,5,27.8,21.1,24.5,6.7,2.0
371,1957,1,6,27.2,20.6,23.9,6.6,0.8
372,1957,1,7,27.2,20.0,23.6,7.2,0.3
373,1957,1,8,27.2,17.2,22.2,10.0,2.8
374,1957,1,9,27.8,20.0,23.9,7.8,0.0
375,1957,1,10,27.2,21.7,24.5,5.5,2.0
376,1957,1,11,27.8,21.1,24.5,6.7,0.0
377,1957,1,12,27.8,21.7,24.8,6.1,1.0
378,1957,1,13,27.2,20.0,23.6,7.2,2.8
379,1957,1,14,27.8,19.4,23.6,8.4,5.6
380,1957,1,15,27.2,18.9,23.0,8.3,3.3
381,1957,1,16,27.2,20.6,23.9,6.6,1.8
382,1957,1,17,28.3,18.9,23.6,9.4,0.0
383,1957,1,18,26.7,20.6,23.7,6.1,5.8
384,1957,1,19,26.7,21.1,23.9,5.6,5.8
385,1957,1,20,26.7,20.6,23.7,6.1,19.8
386,1957,1,21,27.8,20.6,24.2,7.2,6.1
387,1957,1,22,27.2,19.4,23.3,7.8,10.7
388,1957,1,23,27.2,19.4,23.3,7.8,0.0
389,1957,1,24,27.2,18.9,23.0,8.3,0.0
390,1957,1,25,26.7,21.1,23.9,5.6,4.3
391,1957,1,26,27.2,20.0,23.6,7.2,0.5
392,1957,1,27,26.7,21.1,23.9,5.6,0.0
393,1957,1,28,27.2,21.7,24.5,5.5,0.3
394,1957,1,29,27.8,20.6,24.2,7.2,5.6
395,1957,1,30,27.2,20.6,23.9,6.6,5.8
396,1957,1,31,27.2,21.1,24.2,6.1,3.0
397,1957,2,1,26.7,21.1,23.9,5.6,0.5
398,1957,2,2,27.8,20.0,23.9,7.8,1.0
399,1957,2,3,27.2,19.4,23.3,7.8,1.8
400,1957,2,4,27.2,20.6,23.9,6.6,0.5
401,1957,2,5,26.7,20.6,23.7,6.1,4.1
402,1957,2,6,26.7,21.1,23.9,5.6,7.1
403,1957,2,7,27.2,22.8,25.0,4.4,0.0
404,1957,2,8,27.2,18.9,23.0,8.3,1.0
405,1957,2,9,26.7,19.4,23.0,7.3,12.7
406,1957,2,10,26.7,18.9,22.8,7.8,0.0
407,1957,2,11,27.8,17.8,22.8,10.0,1.5
408,1957,2,12,29.4,17.8,23.6,11.6,0.0
409,1957,2,13,28.3,17.8,23.0,10.5,0.0
410,1957,2,14,30.0,20.0,25.0,10.0,0.0
411,1957,2,15,29.4,18.9,24.1,10.5,0.0
412,1957,2,16,27.8,17.2,22.5,10.6,0.0
413,1957,2,17,27.2,18.9,23.0,8.3,1.5
414,1957,2,18,27.2,18.9,23.0,8.3,0.3
415,1957,2,19,28.3,19.4,23.8,8.9,0.0
416,1957,2,20,27.8,20.0,23.9,7.8,0.0
417,1957,2,21,30.6,18.3,24.5,12.3,0.0
418,1957,2,22,29.4,18.9,24.1,10.5,0.0
419,1957,2,23,28.3,19.4,23.8,8.9,0.0
420,1957,2,24,28.9,21.1,25.0,7.8,0.0
421,1957,2,25,28.3,18.3,23.3,10.0,0.0
422,1957,2,26,28.9,20.0,24.5,8.9,0.0
423,1957,2,27,29.4,19.4,24.4,10.0,0.3
424,1957,2,28,28.9,20.0,24.5,8.9,0.5
425,1957,3,1,28.9,18.9,23.9,10.0,0.3
426,1957,3,2,27.8,16.7,22.2,11.1,0.0
427,1957,3,3,27.8,15.6,21.7,12.2,0.3
428,1957,3,4,27.8,18.9,23.3,8.9,0.0
429,1957,3,5,29.4,16.7,23.0,12.7,0.0
430,1957,3,6,29.4,17.2,23.3,12.2,0.0
431,1957,3,7,28.9,18.3,23.6,10.6,0.0
432,1957,3,8,27.8,17.2,22.5,10.6,0.0
433,1957,3,9,31.1,19.4,25.2,11.7,0.0
434,1957,3,10,30.0,19.4,24.7,10.6,29.0
435,1957,3,11,27.8,20.0,23.9,7.8,1.0
436,1957,3,12,27.8,22.8,25.3,5.0,0.0
437,1957,3,13,27.2,20.0,23.6,7.2,0.0
438,1957,3,14,27.8,17.8,22.8,10.0,0.0
439,1957,3,15,28.3,18.3,23.3,10.0,0.0
440,1957,3,16,25.6,18.9,22.2,6.7,2.3
441,1957,3,17,27.8,16.7,22.2,11.1,0.0
442,1957,3,18,30.6,19.4,25.0,11.2,2.0
443,1957,3,19,30.0,21.1,25.5,8.9,0.0
444,1957,3,20,28.9,18.3,23.6,10.6,0.3
445,1957,3,21,30.0,21.1,25.5,8.9,2.0
446,1957,3,22,31.7,21.1,26.4,10.6,0.0
447,1957,3,23,32.2,22.2,27.2,10.0,0.0
448,1957,3,24,31.1,19.4,25.2,11.7,0.0
449,1957,3,25,28.9,18.3,23.6,10.6,0.0
450,1957,3,26,30.6,20.0,25.3,10.6,0.0
451,1957,3,27,28.9,20.6,24.8,8.3,0.0
452,1957,3,28,28.9,21.7,25.3,7.2,0.0
453,1957,3,29,29.4,22.2,25.8,7.2,1.0
454,1957,3,30,32.2,19.4,25.8,12.8,0.3
455,1957,3,31,29.4,17.8,23.6,11.6,0.0
456,1957,4,1,28.9,19.4,24.1,9.5,0.0
457,1957,4,2,30.0,21.7,25.9,8.3,3.0
458,1957,4,3,28.9,20.6,24.8,8.3,0.0
459,1957,4,4,29.4,20.0,24.7,9.4,0.0
460,1957,4,5,29.4,20.0,24.7,9.4,0.0
461,1957,4,6,28.9,19.4,24.1,9.5,0.0
462,1957,4,7,28.9,21.1,25.0,7.8,0.3
463,1957,4,8,29.4,21.1,25.2,8.3,0.0
464,1957,4,9,27.2,19.4,23.3,7.8,0.8
465,1957,4,10,29.4,20.6,25.0,8.8,0.3
466,1957,4,11,30.0,18.3,24.1,11.7,0.0
467,1957,4,12,28.9,21.7,25.3,7.2,0.0
468,1957,4,13,30.6,20.0,25.3,10.6,0.3
469,1957,4,14,29.4,21.1,25.2,8.3,0.3
470,1957,4,15,29.4,21.7,25.5,7.7,0.5
471,1957,4,16,28.9,20.6,24.8,8.3,0.0
472,1957,4,17,28.9,21.1,25.0,7.8,0.3
473,1957,4,18,28.3,21.1,24.7,7.2,0.0
474,1957,4,19,28.3,22.2,25.2,6.1,9.7
475,1957,4,20,28.3,22.2,25.2,6.1,1.0
476,1957,4,21,28.3,20.6,24.5,7.7,0.0
477,1957,4,22,28.3,18.9,23.6,9.4,1.5
478,1957,4,23,27.2,20.6,23.9,6.6,0.0
479,1957,4,24,27.8,19.4,23.6,8.4,0.0
