,YYYY,MM,DD,TMAX,TMIN,TAVG,TDTR,PRCP
51,1973,2,22,-9999.0,23.0,-9999.0,-9999.0,0.0
52,1973,2,23,-9999.0,24.0,-9999.0,-9999.0,6.1
53,1973,2,25,-9999.0,-9999.0,-9999.0,-9999.0,0.0
54,1973,2,26,-9999.0,23.0,-9999.0,-9999.0,0.0
55,1973,2,27,32.0,-9999.0,-9999.0,-9999.0,-9999.0
56,1973,2,28,31.0,24.0,27.5,7.0,0.0
57,1973,3,1,-9999.0,24.0,-9999.0,-9999.0,3.0
58,1973,3,2,-9999.0,24.0,-9999.0,-9999.0,5.1
59,1973,3,3,-9999.0,24.0,-9999.0,-9999.0,0.0
60,1973,3,4,-9999.0,23.0,-9999.0,-9999.0,1.0
61,1973,3,5,-9999.0,24.0,-9999.0,-9999.0,0.0
62,1973,3,6,34.0,23.0,28.5,11.0,50.0
63,1973,3,7,32.0,-9999.0,-9999.0,-9999.0,15.0
64,1973,3,8,-9999.0,24.0,-9999.0,-9999.0,5.1
65,1973,3,9,-9999.0,-9999.0,-9999.0,-9999.0,0.0
66,1973,3,10,-9999.0,24.0,-9999.0,-9999.0,0.0
67,1973,3,11,-9999.0,-9999.0,-9999.0,-9999.0,15.0
68,1973,3,12,-9999.0,-9999.0,-9999.0,-9999.0,0.0
69,1973,3,13,-9999.0,-9999.0,-9999.0,-9999.0,30.0
70,1973,3,14,-9999.0,24.0,-9999.0,-9999.0,5.1
71,1973,3,15,-9999.0,24.0,-9999.0,-9999.0,5.1
72,1973,3,16,-9999.0,23.0,-9999.0,-9999.0,3.0
73,1973,3,17,-9999.0,-9999.0,-9999.0,-9999.0,7.9
74,1973,3,18,-9999.0,24.0,-9999.0,-9999.0,0.0
75,1973,3,19,-9999.0,-9999.0,-9999.0,-9999.0,30.0
76,1973,3,20,-9999.0,24.0,-9999.0,-9999.0,7.1
77,1973,3,21,-9999.0,-9999.0,-9999.0,-9999.0,7.9
78,1973,3,22,-9999.0,-9999.0,-9999.0,-9999.0,1.0
79,1973,3,23,-9999.0,-9999.0,-9999.0,-9999.0,0.0
80,1973,3,24,-9999.0,22.0,-9999.0,-9999.0,0.0
81,1973,3,25,32.0,-9999.0,-9999.0,-9999.0,-9999.0
82,1973,3,26,-9999.0,25.0,-9999.0,-9999.0,0.0
83,1973,3,27,34.0,-9999.0,-9999.0,-9999.0,-9999.0
84,1973,3,28,-9999.0,24.0,-9999.0,-9999.0,17.0
85,1973,3,29,-9999.0,-9999.0,-9999.0,-9999.0,0.0
86,1973,3,30,-9999.0,24.0,-9999.0,-9999.0,0.0
87,1973,3,31,-9999.0,23.0,-9999.0,-9999.0,30.0
88,1973,4,1,-9999.0,22.0,-9999.0,-9999.0,0.0
89,1973,4,2,-9999.0,24.0,-9999.0,-9999.0,0.0
90,1973,4,3,-9999.0,23.0,-9999.0,-9999.0,11.9
91,1973,4,4,-9999.0,24.0,-9999.0,-9999.0,41.9
92,1973,4,5,-9999.0,21.0,-9999.0,-9999.0,0.0
93,1973,4,6,31.0,-9999.0,-9999.0,-9999.0,5.1
94,1973,4,7,-9999.0,23.0,-9999.0,-9999.0,70.1
95,1973,4,8,-9999.0,24.0,-9999.0,-9999.0,0.0
96,1973,4,9,-9999.0,-9999.0,-9999.0,-9999.0,11.9
97,1973,4,10,-9999.0,-9999.0,-9999.0,-9999.0,0.0
98,1973,4,11,-9999.0,22.0,-9999.0,-9999.0,8.9
99,1973,4,12,-9999.0,-9999.0,-9999.0,-9999.0,0.0
100,1973,4,13,-9999.0,23.0,-9999.0,-9999.0,2.0
101,1973,4,14,-9999.0,24.0,-9999.0,-9999.0,2.0
102,1973,4,15,32.0,24.0,28.0,8.0,0.0
103,1973,4,16,-9999.0,-9999.0,-9999.0,-9999.0,0.0
104,1973,4,17,33.0,24.0,28.5,9.0,0.0
105,1973,4,18,-9999.0,-9999.0,-9999.0,-9999.0,5.1
106,1973,4,19,-9999.0,23.0,-9999.0,-9999.0,6.1
107,1973,4,20,-9999.0,-9999.0,-9999.0,-9999.0,4.1
108,1973,4,21,-9999.0,23.0,-9999.0,-9999.0,7.9
109,1973,4,22,-9999.0,24.0,-9999.0,-9999.0,4.1
110,1973,4,23,-9999.0,23.0,-9999.0,-9999.0,0.0
111,1973,4,24,-9999.0,24.0,-9999.0,-9999.0,1.0
112,1973,4,25,32.0,24.0,28.0,8.0,0.0
113,1973,4,26,34.0,23.0,28.5,11.0,17.0
114,1973,4,27,-9999.0,23.0,-9999.0,-9999.0,0.0
115,1973,4,28,-9999.0,24.0,-9999.0,-9999.0,0.0
116,1973,4,29,32.0,24.0,28.0,8.0,0.0
117,1973,4,30,31.0,-9999.0,-9999.0,-9999.0,4.1
118,1973,5,1,-9999.0,23.0,-9999.0,-9999.0,1.0
119,1973,5,2,-9999.0,-9999.0,-9999.0,-9999.0,11.9
120,1973,5,3,32.0,23.0,27.5,9.0,5.1
121,1973,5,4,30.0,-9999.0,-9999.0,-9999.0,1.0
122,1973,5,5,-9999.0,22.0,-9999.0,-9999.0,17.0
123,1973,5,6,-9999.0,23.0,-9999.0,-9999.0,0.0
124,1973,5,7,-9999.0,-9999.0,-9999.0,-9999.0,0.0
125,1973,5,8,30.0,23.0,26.5,7.0,15.0
126,1973,5,9,31.0,23.0,27.0,8.0,0.0
127,1973,5,10,-9999.0,24.0,-9999.0,-9999.0,2.0
128,1973,5,11,32.0,-9999.0,-9999.0,-9999.0,26.9
129,1973,5,12,-9999.0,-9999.0,-9999.0,-9999.0,22.1
130,1973,5,13,-9999.0,-9999.0,-9999.0,-9999.0,0.0
131,1973,5,14,27.0,22.0,24.5,5.0,0.0
132,1973,5,15,-9999.0,21.0,-9999.0,-9999.0,0.0
133,1973,5,17,-9999.0,22.0,-9999.0,-9999.0,0.0
134,1973,5,18,-9999.0,24.0,-9999.0,-9999.0,9.9
135,1973,5,19,-9999.0,23.0,-9999.0,-9999.0,13.0
136,1973,5,20,30.0,23.0,26.5,7.0,0.0
137,1973,5,21,-9999.0,23.0,-9999.0,-9999.0,3.0
138,1973,5,22,-9999.0,-9999.0,-9999.0,-9999.0,13.0
139,1973,5,23,-9999.0,23.0,-9999.0,-9999.0,13.0
140,1973,5,24,-9999.0,-9999.0,-9999.0,-9999.0,55.1
141,1973,5,25,-9999.0,23.0,-9999.0,-9999.0,0.0
142,1973,5,26,-9999.0,-9999.0,-9999.0,-9999.0,7.9
143,1973,5,27,32.0,24.0,28.0,8.0,0.0
144,1973,5,28,-9999.0,24.0,-9999.0,-9999.0,5.1
145,1973,5,29,-9999.0,-9999.0,-9999.0,-9999.0,21.1
146,1973,5,30,-9999.0,22.0,-9999.0,-9999.0,42.9
147,1973,5,31,-9999.0,22.0,-9999.0,-9999.0,0.0
148,1973,6,1,-9999.0,24.0,-9999.0,-9999.0,0.0
149,1973,6,2,-9999.0,22.0,-9999.0,-9999.0,70.1
150,1973,6,3,-9999.0,23.0,-9999.0,-9999.0,0.0
151,1973,6,4,32.0,22.0,27.0,10.0,10.9
152,1973,6,5,-9999.0,-9999.0,-9999.0,-9999.0,0.0
153,1973,6,6,-9999.0,23.0,-9999.0,-9999.0,1.0
154,1973,6,7,-9999.0,24.0,-9999.0,-9999.0,0.0
155,1973,6,8,-9999.0,23.0,-9999.0,-9999.0,19.1
156,1973,6,9,-9999.0,-9999.0,-9999.0,-9999.0,0.0
157,1973,6,10,-9999.0,23.0,-9999.0,-9999.0,0.0
158,1973,6,11,-9999.0,-9999.0,-9999.0,-9999.0,0.0
159,1973,6,12,-9999.0,21.0,-9999.0,-9999.0,0.0
160,1973,6,13,-9999.0,-9999.0,-9999.0,-9999.0,7.1
161,1973,6,14,-9999.0,22.0,-9999.0,-9999.0,7.9
162,1973,6,15,-9999.0,-9999.0,-9999.0,-9999.0,0.0
163,1973,6,16,-9999.0,23.0,-9999.0,-9999.0,0.0
164,1973,6,18,-9999.0,23.0,-9999.0,-9999.0,0.0
165,1973,6,19,-9999.0,-9999.0,-9999.0,-9999.0,0.0
166,1973,6,20,-9999.0,21.0,-9999.0,-9999.0,130.0
167,1973,6,21,-9999.0,19.0,-9999.0,-9999.0,0.5
168,1973,6,22,-9999.0,22.0,-9999.0,-9999.0,0.0
169,1973,6,23,-9999.0,22.0,-9999.0,-9999.0,0.0
170,1973,6,24,-9999.0,23.0,-9999.0,-9999.0,0.0
171,1973,6,25,-9999.0,22.0,-9999.0,-9999.0,39.9
172,1973,6,26,31.0,22.0,26.5,9.0,1.0
173,1973,6,27,-9999.0,-9999.0,-9999.0,-9999.0,0.0
174,1973,6,28,-9999.0,20.0,-9999.0,-9999.0,0.0
175,1973,6,29,-9999.0,23.0,-9999.0,-9999.0,0.0
176,1973,6,30,-9999.0,22.0,-9999.0,-9999.0,7.9
177,1973,7,1,31.0,-9999.0,-9999.0,-9999.0,0.0
178,1973,7,4,-9999.0,22.0,-9999.0,-9999.0,80.0
179,1973,7,5,-9999.0,22.0,-9999.0,-9999.0,1.0
180,1973,7,6,-9999.0,23.0,-9999.0,-9999.0,1.0
181,1973,7,7,-9999.0,-9999.0,-9999.0,-9999.0,0.0
182,1973,7,10,32.0,22.0,27.0,10.0,0.0
183,1973,7,12,-9999.0,24.0,-9999.0,-9999.0,0.0
184,1973,7,14,31.0,-9999.0,-9999.0,-9999.0,0.0
185,1973,7,15,-9999.0,-9999.0,-9999.0,-9999.0,0.0
186,1973,7,19,-9999.0,-9999.0,-9999.0,-9999.0,16.0
187,1973,7,20,-9999.0,-9999.0,-9999.0,-9999.0,0.0
188,1973,7,21,-9999.0,-9999.0,-9999.0,-9999.0,39.9
189,1973,7,22,-9999.0,22.0,-9999.0,-9999.0,0.0
190,1973,7,23,-9999.0,22.0,-9999.0,-9999.0,370.1
191,1973,7,24,-9999.0,-9999.0,-9999.0,-9999.0,0.0
192,1973,7,25,29.0,19.0,24.0,10.0,0.0
193,1973,7,26,-9999.0,19.0,-9999.0,-9999.0,0.0
194,1973,7,28,-9999.0,23.0,-9999.0,-9999.0,329.9
195,1973,7,31,-9999.0,22.0,-9999.0,-9999.0,0.0
196,1973,8,1,-9999.0,-9999.0,-9999.0,-9999.0,0.0
197,1973,8,5,-9999.0,20.0,-9999.0,-9999.0,0.0
198,1973,8,6,-9999.0,22.0,-9999.0,-9999.0,0.0
199,1973,8,7,-9999.0,-9999.0,-9999.0,-9999.0,0.0
200,1973,8,12,-9999.0,22.0,-9999.0,-9999.0,0.0
201,1973,8,14,-9999.0,22.0,-9999.0,-9999.0,0.0
202,1973,8,18,-9999.0,22.0,-9999.0,-9999.0,0.0
203,1973,8,19,32.0,-9999.0,-9999.0,-9999.0,-9999.0
204,1973,8,26,-9999.0,-9999.0,-9999.0,-9999.0,0.0
205,1973,8,27,-9999.0,24.0,-9999.0,-9999.0,0.0
206,1973,8,28,-9999.0,23.0,-9999.0,-9999.0,8.9
207,1973,8,29,-9999.0,-9999.0,-9999.0,-9999.0,0.0
208,1973,8,30,-9999.0,18.0,-9999.0,-9999.0,0.0
209,1973,9,1,33.0,-9999.0,-9999.0,-9999.0,-9999.0
210,1973,9,4,34.0,18.0,26.0,16.0,0.0
211,1973,9,7,34.0,19.0,26.5,15.0,18.0
212,1973,9,8,33.0,-9999.0,-9999.0,-9999.0,0.0
213,1973,9,9,-9999.0,22.0,-9999.0,-9999.0,0.0
214,1973,9,10,-9999.0,23.0,-9999.0,-9999.0,-9999.0
215,1973,9,11,-9999.0,22.0,-9999.0,-9999.0,5.1
216,1973,9,12,-9999.0,-9999.0,-9999.0,-9999.0,0.0
217,1973,9,13,-9999.0,23.0,-9999.0,-9999.0,3.0
218,1973,9,14,-9999.0,-9999.0,-9999.0,-9999.0,0.0
219,1973,9,15,-9999.0,22.0,-9999.0,-9999.0,0.0
220,1973,9,16,33.0,22.0,27.5,11.0,-9999.0
221,1973,9,17,-9999.0,22.0,-9999.0,-9999.0,0.0
222,1973,9,18,25.0,21.0,23.0,4.0,0.0
223,1973,9,19,-9999.0,22.0,-9999.0,-9999.0,0.0
224,1973,9,20,-9999.0,17.0,-9999.0,-9999.0,0.0
225,1973,9,21,32.0,-9999.0,-9999.0,-9999.0,-9999.0
226,1973,9,25,32.0,22.0,27.0,10.0,0.0
227,1973,9,26,32.0,23.0,27.5,9.0,0.0
228,1973,9,27,34.0,-9999.0,-9999.0,-9999.0,-9999.0
229,1973,9,30,34.0,23.0,28.5,11.0,30.0
230,1973,10,1,35.0,22.0,28.5,13.0,4.1
231,1973,10,2,32.0,22.0,27.0,10.0,33.0
232,1973,10,3,31.0,-9999.0,-9999.0,-9999.0,0.0
233,1973,10,5,-9999.0,23.0,-9999.0,-9999.0,25.9
234,1973,10,6,32.0,-9999.0,-9999.0,-9999.0,0.0
235,1973,10,9,-9999.0,22.0,-9999.0,-9999.0,13.0
236,1973,10,10,-9999.0,-9999.0,-9999.0,-9999.0,0.0
237,1973,10,11,34.0,23.0,28.5,11.0,0.0
238,1973,10,13,35.0,22.0,28.5,13.0,0.0
239,1973,10,14,34.0,21.0,27.5,13.0,0.0
240,1973,10,17,32.0,22.0,27.0,10.0,0.0
241,1973,10,19,34.0,20.0,27.0,14.0,3.0
242,1973,10,20,-9999.0,-9999.0,-9999.0,-9999.0,0.0
243,1973,10,21,-9999.0,18.0,-9999.0,-9999.0,1.0
244,1973,10,22,-9999.0,-9999.0,-9999.0,-9999.0,0.0
245,1973,10,23,35.0,23.0,29.0,12.0,0.0
246,1973,10,24,35.0,24.0,29.5,11.0,0.0
247,1973,10,25,35.0,-9999.0,-9999.0,-9999.0,0.0
248,1973,10,26,-9999.0,20.0,-9999.0,-9999.0,-9999.0
249,1973,10,27,-9999.0,20.0,-9999.0,-9999.0,0.0
250,1973,10,28,32.0,-9999.0,-9999.0,-9999.0,-9999.0
251,1973,10,29,33.0,-9999.0,-9999.0,-9999.0,0.0
252,1973,10,30,32.0,23.0,27.5,9.0,0.0
253,1973,10,31,-9999.0,-9999.0,-9999.0,-9999.0,0.0
254,1973,11,1,34.0,22.0,28.0,12.0,0.0
255,1973,11,2,-9999.0,22.0,-9999.0,-9999.0,59.9
256,1973,11,3,30.0,23.0,26.5,7.0,16.0
257,1973,11,4,33.0,23.0,28.0,10.0,0.0
258,1973,11,5,-9999.0,22.0,-9999.0,-9999.0,0.0
259,1973,11,6,34.0,22.0,28.0,12.0,22.1
260,1973,11,7,-9999.0,22.0,-9999.0,-9999.0,23.1
261,1973,11,8,33.0,24.0,28.5,9.0,0.0
262,1973,11,9,-9999.0,19.0,-9999.0,-9999.0,0.0
263,1973,11,11,33.0,20.0,26.5,13.0,3.0
264,1973,11,12,-9999.0,21.0,-9999.0,-9999.0,23.1
265,1973,11,13,-9999.0,23.0,-9999.0,-9999.0,0.0
266,1973,11,14,-9999.0,22.0,-9999.0,-9999.0,0.0
267,1973,11,15,-9999.0,22.0,-9999.0,-9999.0,7.1
268,1973,11,16,32.0,21.0,26.5,11.0,0.0
269,1973,11,18,33.0,-9999.0,-9999.0,-9999.0,-9999.0
270,1973,11,19,32.0,23.0,27.5,9.0,0.0
271,1973,11,20,32.0,22.0,27.0,10.0,0.0
272,1973,11,21,32.0,20.0,26.0,12.0,0.0
273,1973,11,22,-9999.0,22.0,-9999.0,-9999.0,0.0
274,1973,11,23,33.0,-9999.0,-9999.0,-9999.0,0.0
275,1973,11,24,-9999.0,22.0,-9999.0,-9999.0,0.0
276,1973,11,25,-9999.0,22.0,-9999.0,-9999.0,0.0
277,1973,11,27,-9999.0,21.0,-9999.0,-9999.0,7.1
278,1973,11,28,30.0,21.0,25.5,9.0,0.0
279,1973,11,29,31.0,21.0,26.0,10.0,0.0
280,1973,11,30,-9999.0,21.0,-9999.0,-9999.0,0.0
281,1973,12,1,-9999.0,21.0,-9999.0,-9999.0,0.0
282,1973,12,2,-9999.0,21.0,-9999.0,-9999.0,70.1
283,1973,12,3,-9999.0,23.0,-9999.0,-9999.0,0.0
284,1973,12,4,-9999.0,22.0,-9999.0,-9999.0,0.0
285,1973,12,5,-9999.0,22.0,-9999.0,-9999.0,0.0
286,1973,12,6,-9999.0,20.0,-9999.0,-9999.0,0.0
287,1973,12,7,-9999.0,21.0,-9999.0,-9999.0,0.0
288,1973,12,8,34.0,24.0,29.0,10.0,0.0
289,1973,12,9,-9999.0,21.0,-9999.0,-9999.0,47.0
290,1973,12,10,26.0,-9999.0,-9999.0,-9999.0,0.0
291,1973,12,11,-9999.0,22.0,-9999.0,-9999.0,0.0
292,1973,12,12,-9999.0,22.0,-9999.0,-9999.0,0.0
293,1973,12,13,33.0,22.0,27.5,11.0,-9999.0
294,1973,12,14,33.0,21.0,27.0,12.0,0.0
295,1973,12,15,-9999.0,21.0,-9999.0,-9999.0,0.0
296,1973,12,16,30.0,21.0,25.5,9.0,0.0
297,1973,12,17,-9999.0,22.0,-9999.0,-9999.0,0.0
298,1973,12,18,34.0,22.0,28.0,12.0,0.0
299,1973,12,19,-9999.0,22.0,-9999.0,-9999.0,0.0
300,1973,12,20,-9999.0,21.0,-9999.0,-9999.0,0.0
301,1973,12,21,-9999.0,20.0,-9999.0,-9999.0,89.9
302,1973,12,22,-9999.0,-9999.0,-9999.0,-9999.0,0.0
303,1973,12,23,31.0,22.0,26.5,9.0,0.0
304,1973,12,27,31.0,22.0,26.5,9.0,0.0
305,1973,12,28,-9999.0,23.0,-9999.0,-9999.0,0.0
306,1973,12,29,-9999.0,22.0,-9999.0,-9999.0,20.1
307,1973,12,31,33.0,19.0,26.0,14.0,0.0
308,1974,1,1,-9999.0,-9999.0,-9999.0,-9999.0,0.0
309,1974,1,2,30.0,23.0,26.5,7.0,0.0
310,1974,1,3,-9999.0,22.0,-9999.0,-9999.0,0.0
311,1974,1,4,-9999.0,17.0,-9999.0,-9999.0,0.0
312,1974,1,5,-9999.0,19.0,-9999.0,-9999.0,5.1
313,1974,1,6,-9999.0,23.0,-9999.0,-9999.0,39.1
314,1974,1,7,-9999.0,22.0,-9999.0,-9999.0,0.0
315,1974,1,8,-9999.0,22.0,-9999.0,-9999.0,0.0
316,1974,1,9,33.0,22.0,27.5,11.0,0.0
317,1974,1,10,-9999.0,20.0,-9999.0,-9999.0,27.9
318,1974,1,11,31.0,23.0,27.0,8.0,0.0
319,1974,1,12,-9999.0,22.0,-9999.0,-9999.0,0.0
320,1974,1,13,31.0,-9999.0,-9999.0,-9999.0,0.0
321,1974,1,15,-9999.0,22.0,-9999.0,-9999.0,0.0
322,1974,1,16,-9999.0,22.0,-9999.0,-9999.0,0.0
323,1974,1,17,32.0,-9999.0,-9999.0,-9999.0,0.0
324,1974,1,18,32.0,22.0,27.0,10.0,0.0
325,1974,1,19,34.0,20.0,27.0,14.0,0.0
326,1974,1,21,-9999.0,22.0,-9999.0,-9999.0,0.0
327,1974,1,22,32.0,22.0,27.0,10.0,0.0
328,1974,1,23,-9999.0,21.0,-9999.0,-9999.0,0.0
329,1974,1,24,34.0,-9999.0,-9999.0,-9999.0,-9999.0
330,1974,1,25,-9999.0,22.0,-9999.0,-9999.0,7.1
331,1974,1,26,32.0,-9999.0,-9999.0,-9999.0,0.0
332,1974,1,28,34.0,22.0,28.0,12.0,0.0
333,1974,1,29,-9999.0,22.0,-9999.0,-9999.0,0.0
334,1974,2,2,-9999.0,22.0,-9999.0,-9999.0,0.0
335,1974,2,3,33.0,22.0,27.5,11.0,0.0
336,1974,2,5,33.0,19.0,26.0,14.0,0.0
337,1974,2,6,30.0,22.0,26.0,8.0,0.0
338,1974,2,8,32.0,21.0,26.5,11.0,3.0
339,1974,2,9,-9999.0,20.0,-9999.0,-9999.0,7.9
340,1974,2,10,-9999.0,-9999.0,-9999.0,-9999.0,0.0
341,1974,2,11,32.0,-9999.0,-9999.0,-9999.0,0.0
342,1974,2,12,-9999.0,22.0,-9999.0,-9999.0,0.0
343,1974,2,13,33.0,-9999.0,-9999.0,-9999.0,-9999.0
344,1974,2,14,-9999.0,19.0,-9999.0,-9999.0,-9999.0
345,1974,2,15,-9999.0,18.0,-9999.0,-9999.0,4.1
346,1974,2,16,30.0,-9999.0,-9999.0,-9999.0,0.0
347,1974,2,17,-9999.0,22.0,-9999.0,-9999.0,0.0
348,1974,2,18,32.0,21.0,26.5,11.0,0.0
349,1974,2,19,-9999.0,20.0,-9999.0,-9999.0,2.0
350,1974,2,20,32.0,20.0,26.0,12.0,6.1
351,1974,2,21,-9999.0,-9999.0,-9999.0,-9999.0,0.0
352,1974,2,24,-9999.0,19.0,-9999.0,-9999.0,0.0
353,1974,2,25,-9999.0,20.0,-9999.0,-9999.0,0.0
354,1974,2,27,32.0,22.0,27.0,10.0,-9999.0
355,1974,2,28,32.0,22.0,27.0,10.0,0.0
356,1974,3,1,32.0,22.0,27.0,10.0,0.0
357,1974,3,2,-9999.0,19.0,-9999.0,-9999.0,0.0
358,1974,3,3,32.0,22.0,27.0,10.0,0.0
359,1974,3,4,-9999.0,22.0,-9999.0,-9999.0,0.0
360,1974,3,5,32.0,22.0,27.0,10.0,0.0
361,1974,3,6,-9999.0,-9999.0,-9999.0,-9999.0,0.0
362,1974,3,8,34.0,-9999.0,-9999.0,-9999.0,-9999.0
363,1974,3,9,-9999.0,22.0,-9999.0,-9999.0,0.0
364,1974,3,10,-9999.0,-9999.0,-9999.0,-9999.0,0.0
365,1974,3,11,32.0,-9999.0,-9999.0,-9999.0,-9999.0
366,1974,3,12,-9999.0,-9999.0,-9999.0,-9999.0,0.0
367,1974,3,14,31.0,-9999.0,-9999.0,-9999.0,-9999.0
368,1974,3,17,-9999.0,21.0,-9999.0,-9999.0,41.9
369,1974,3,18,-9999.0,22.0,-9999.0,-9999.0,0.0
370,1974,3,19,31.0,22.0,26.5,9.0,0.0
371,1974,3,20,-9999.0,21.0,-9999.0,-9999.0,0.0
372,1974,3,21,-9999.0,22.0,-9999.0,-9999.0,0.0
373,1974,3,22,-9999.0,-9999.0,-9999.0,-9999.0,2.0
374,1974,3,23,32.0,22.0,27.0,10.0,0.0
375,1974,3,24,32.0,-9999.0,-9999.0,-9999.0,-9999.0
376,1974,3,25,32.0,22.0,27.0,10.0,0.0
377,1974,3,26,-9999.0,22.0,-9999.0,-9999.0,0.0
378,1974,3,27,-9999.0,22.0,-9999.0,-9999.0,0.0
379,1974,3,29,32.0,-9999.0,-9999.0,-9999.0,-9999.0
380,1974,3,30,32.0,-9999.0,-9999.0,-9999.0,-9999.0
381,1974,3,31,28.0,-9999.0,-9999.0,-9999.0,-9999.0
382,1974,4,2,-9999.0,22.0,-9999.0,-9999.0,0.0
383,1974,4,3,-9999.0,22.0,-9999.0,-9999.0,7.1
384,1974,4,4,32.0,20.0,26.0,12.0,0.0
385,1974,4,5,32.0,23.0,27.5,9.0,0.0
386,1974,4,8,31.0,-9999.0,-9999.0,-9999.0,-9999.0
387,1974,4,13,32.0,22.0,27.0,10.0,0.0
388,1974,4,14,32.0,-9999.0,-9999.0,-9999.0,-9999.0
389,1974,4,15,32.0,22.0,27.0,10.0,0.0
390,1974,4,16,31.0,-9999.0,-9999.0,-9999.0,-9999.0
391,1974,4,21,-9999.0,23.0,-9999.0,-9999.0,70.1
392,1974,4,22,32.0,21.0,26.5,11.0,5.1
393,1974,4,23,31.0,22.0,26.5,9.0,0.0
394,1974,4,24,32.0,23.0,27.5,9.0,0.0
395,1974,4,28,-9999.0,23.0,-9999.0,-9999.0,0.0
396,1974,4,29,-9999.0,24.0,-9999.0,-9999.0,0.0
397,1974,4,30,31.0,20.0,25.5,11.0,1.0
398,1974,5,1,-9999.0,-9999.0,-9999.0,-9999.0,0.0
399,1974,5,2,-9999.0,22.0,-9999.0,-9999.0,0.0
400,1974,5,4,39.0,20.0,29.5,19.0,0.0
401,1974,5,5,-9999.0,22.0,-9999.0,-9999.0,0.0
402,1974,5,7,31.0,22.0,26.5,9.0,0.0
403,1974,5,8,-9999.0,22.0,-9999.0,-9999.0,-9999.0
404,1974,5,9,-9999.0,19.0,-9999.0,-9999.0,0.0
405,1974,5,10,30.0,24.0,27.0,6.0,0.0
406,1974,5,11,30.0,-9999.0,-9999.0,-9999.0,-9999.0
407,1974,5,13,32.0,-9999.0,-9999.0,-9999.0,-9999.0
408,1974,5,14,28.0,23.0,25.5,5.0,4.1
